id,last_name,first_name,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces,positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces
3640,Davis,Anthony,NOR,PF,POR,39.00,29.61,0.41,11.86,2.15,1.22,3.76,1.80,10.44,7.50,2.11,10.85,9.47,0.65,0.01,10400,57,10300,18950,0,162200,0,18800,7400,PF,PF,PF,PF;C,,,,F,F
2872,Westbrook,Russell,OKC,PG,@ LAL,36.00,25.72,1.78,8.82,10.76,2.49,0.26,4.69,7.06,6.25,1.21,8.84,10.61,0.58,0.22,10400,57,10400,20000,0,166700,0,20700,7400,PG,PG,PG,PG,,,,G,G
2999,Curry,Stephen,GSW,PG,UTA,35.00,32.89,5.38,5.24,5.83,2.20,0.24,3.32,5.53,5.69,0.55,10.91,9.48,0.07,0.00,10900,59,10700,21300,0,166900,0,21300,7450,PG,PG,PG,PG;SG,,,,G,G
2011,James,LeBron,CLE,SF,NYK,37.00,25.21,1.10,7.80,6.61,1.50,0.93,2.64,8.29,5.32,2.20,9.39,9.94,0.31,0.03,10400,52,10100,19700,0,169900,0,20200,7550,SF,SF,SF,SF;PF,,,,F,F
3153,Cousins,DeMarcus,SAC,C,@ IND,35.00,24.81,0.93,12.57,2.69,1.27,1.67,3.53,7.37,7.28,2.26,8.30,10.66,0.76,0.01,9900,51,10000,19000,0,160400,0,19000,7350,C,C,PF,PF;C,,C,,C,C
3166,Wall,John,WAS,PG,MEM,38.00,23.27,1.72,4.59,10.67,1.71,0.66,4.76,6.68,4.75,1.20,8.40,10.39,0.58,0.02,10000,48,9700,18050,0,150800,0,18500,6200,PG,PG,PG,PG,,,,G,G
3001,Harden,James,HOU,SG,@ ORL,35.00,28.69,3.21,5.05,6.30,1.90,0.65,4.70,4.88,9.31,1.35,8.09,9.43,0.11,0.01,10600,56,10600,19900,0,160800,0,20200,7600,SG,SG,SG,SG;SF,,,,G,G
2718,Durant,Kevin,OKC,SF,@ LAL,37.00,26.46,2.48,7.65,4.94,1.03,0.75,3.05,6.29,6.44,0.91,8.77,8.71,0.31,0.01,10000,52,10200,18450,0,153800,0,19400,7250,SF,SF,SF,SF;PF,,,,F,F
3111,George,Paul,IND,SF,SAC,35.00,25.44,2.94,8.08,4.76,2.15,0.27,3.83,5.04,6.54,1.13,7.98,11.06,0.38,0.01,9100,47,8900,15900,0,132100,0,16500,6400,SF,PF,SF,SF;PF,,,,F,F
3464,Drummond,Andre,DET,C,@ ATL,35.00,17.58,0.00,17.20,0.90,1.47,1.25,2.45,7.68,2.22,3.42,7.68,6.08,0.92,0.00,9600,46,9400,18000,0,161600,0,19300,6800,C,C,C,PF;C,,C,,C,C
3114,Bledsoe,Eric,PHO,SG,DEN,36.00,24.11,1.76,4.71,7.19,1.43,1.04,3.25,6.62,5.58,1.51,8.38,9.60,0.31,0.01,8200,44,8300,15150,0,141400,0,16600,5800,SG,PG,SG,PG;SG,,,,G,G
3404,Vucevic,Nikola,ORL,C,HOU,33.00,19.53,0.00,10.41,2.61,0.79,1.07,1.99,8.94,1.65,0.55,8.94,7.12,0.58,0.01,7700,32,7300,14900,0,125700,0,15700,5700,C,C,C,PF;C,,C,,C,C
3132,Favors,Derrick,UTA,PF,@ GSW,35.00,19.55,0.00,8.93,2.19,1.38,1.34,1.71,7.93,3.68,1.68,7.93,6.83,0.38,0.00,7700,37,7600,13200,0,116100,0,14700,5350,PF,PF,PF,PF;C,,,,F,F
3377,Leonard,Kawhi,SAS,SF,@ MIN,32.00,18.85,1.63,7.31,2.56,2.00,0.81,1.17,5.38,3.21,0.60,7.01,7.48,0.31,0.00,8900,45,8400,16150,0,148200,0,18000,6100,SF,SF,SF,SG;SF,,,,F,F
3375,Knight,Brandon,PHO,PG,DEN,35.00,20.86,2.70,3.96,6.19,1.22,0.43,2.52,4.85,3.06,0.61,7.55,9.67,0.11,0.00,6900,37,7300,12450,0,103100,0,12800,5150,PG,SG,PG,PG;SG,,,,G,G
2621,Millsap,Paul,ATL,PF,DET,33.00,18.21,0.91,8.44,2.83,1.66,0.88,2.20,5.47,4.54,1.37,6.38,6.26,0.38,0.00,8100,40,7800,14850,0,130300,0,16400,5650,PF,PF,PF,PF;C,,,,F,F
3487,Green,Draymond,GSW,PF,UTA,35.00,13.68,1.29,7.96,5.18,1.75,1.35,1.95,3.54,2.74,1.20,4.82,5.94,0.25,0.02,9200,42,9000,17150,0,145000,0,18000,6550,PF,PF,PF,SF;PF,,,,F,F
3107,Monroe,Greg,MIL,C,PHI,30.00,16.07,0.00,9.73,2.92,1.42,0.91,1.65,6.55,2.97,1.09,6.55,5.84,0.45,0.00,7600,34,7100,14300,0,126000,0,15100,5400,C,C,C,PF;C,,C,,F,F
3397,Thomas,Isaiah,BOS,PG,@ CHA,35.00,21.66,3.07,3.02,7.13,0.82,0.04,2.71,4.30,3.85,0.54,7.37,10.63,0.31,0.01,8300,38,7700,14700,0,130700,0,15800,5750,PG,PG,PG,PG,,,,G,G
2846,Lopez,Brook,BKN,C,DAL,33.00,18.45,0.00,8.89,1.35,0.66,1.82,1.59,7.39,3.67,0.86,7.39,7.09,0.38,0.00,8100,31,6900,14050,0,116300,0,15300,5600,C,C,C,C,,C,,C,C
2633,Rondo,Rajon,SAC,PG,@ IND,37.00,11.08,0.77,7.02,10.65,1.70,0.07,4.52,3.93,0.89,0.75,4.71,6.03,0.38,0.12,8300,41,8500,15450,0,142800,0,17400,5900,PG,PG,PG,PG,,,,G,G
2436,Gortat,Marcin,WAS,C,MEM,36.00,14.19,0.00,11.39,1.84,1.08,1.60,2.12,5.97,2.25,0.96,5.97,5.34,0.55,0.00,7100,29,6700,13400,0,107600,0,14600,5100,C,C,C,C,,C,,C,C
3370,Jackson,Reggie,DET,PG,@ ATL,32.00,20.09,1.73,4.31,6.19,1.04,0.09,3.60,5.26,4.36,0.77,7.00,8.99,0.11,0.00,7800,36,7600,15850,0,138300,0,14700,5750,PG,PG,PG,PG;SG,,,,G,G
3000,Evans,Tyreke,NOR,PG,POR,34.00,14.79,0.95,4.98,7.21,1.56,0.48,2.48,4.58,2.79,1.01,5.53,6.90,0.26,0.01,7300,35,7700,14650,0,128500,0,14100,5600,PG,PG,SG,PG;SG,,,,F,G
2722,Gasol,Marc,MEM,C,@ WAS,35.00,15.82,0.00,7.45,4.57,0.63,1.36,2.70,6.08,3.66,0.90,6.08,5.93,0.27,0.01,7900,33,7500,14650,0,129700,0,14700,5750,C,C,C,C,,C,,C,C
3723,McCollum,CJ,POR,SG,@ NOR,39.00,21.35,2.99,3.82,3.81,1.32,0.26,2.00,5.00,2.38,0.60,7.99,9.65,0.02,0.00,7500,30,6900,13050,0,119400,0,13400,5250,SG,SG,SG,PG;SG,,,,G,G
2769,Young,Thaddeus,BKN,PF,DAL,33.00,16.11,0.18,9.09,2.11,1.47,0.33,1.78,7.13,1.31,0.76,7.31,6.34,0.45,0.00,7000,34,6800,12600,0,106900,0,14000,5300,PF,PF,PF,SF;PF,,,,F,F
2730,Horford,Al,ATL,C,DET,31.00,16.00,0.83,7.05,2.90,0.79,1.47,1.54,6.17,1.18,0.34,6.99,6.12,0.27,0.00,6600,29,6400,13000,0,111500,0,13400,5000,C,C,C,PF;C,,,,C,C
2003,Anthony,Carmelo,NYK,SF,@ CLE,34.00,19.35,1.34,6.39,3.14,0.76,0.51,2.49,5.44,4.45,0.89,6.78,9.72,0.11,0.00,8500,43,8200,16400,0,136000,0,15900,6500,SF,SF,SF,SF;PF,,,,F,F
2824,Gallinari,Danilo,DEN,SF,@ PHO,35.00,18.76,2.03,6.12,2.47,1.07,0.45,1.61,3.36,5.96,0.80,5.38,6.83,0.11,0.00,6700,30,6700,12150,0,107000,0,12300,4950,SF,SF,SF,SF,,,,F,F
2600,Gay,Rudy,SAC,SF,@ IND,36.00,18.78,1.27,6.49,2.51,1.28,0.59,2.84,6.00,2.97,0.54,7.27,8.62,0.11,0.00,7300,34,7100,13850,0,118100,0,14000,5600,SF,SF,SF,SF;PF,,,,F,F
2810,Batum,Nicolas,CHA,SF,BOS,34.00,17.06,1.90,7.11,3.86,0.94,0.44,3.02,4.06,3.24,0.52,5.96,8.16,0.30,0.01,6900,32,7400,13000,0,109900,0,13300,5250,SF,SG,SF,SG;SF,,,,F,F
3162,Hayward,Gordon,UTA,SF,@ GSW,36.00,17.84,1.47,5.19,3.99,1.37,0.39,2.47,4.58,4.27,0.96,6.05,7.94,0.07,0.00,7200,34,7200,13050,0,106400,0,13100,5000,SF,SF,SF,SG;SF,,,,F,F
3046,Rubio,Ricky,MIN,PG,SAS,31.00,9.63,0.40,4.76,9.70,1.61,0.03,2.09,2.54,3.36,0.74,2.94,5.97,0.24,0.01,7200,29,7000,14000,0,108900,0,14900,5400,PG,PG,PG,PG,,,,G,G
3405,Walker,Kemba,CHA,PG,BOS,35.00,17.05,1.03,3.85,4.95,1.25,0.84,2.25,4.58,4.78,0.95,5.62,10.18,0.03,0.00,7700,33,7200,13600,0,124100,0,14500,5400,PG,PG,PG,PG,,,,G,G
2848,Love,Kevin,CLE,PF,NYK,31.00,15.62,1.55,9.63,2.16,0.61,0.40,1.44,3.96,3.05,0.69,5.51,7.63,0.43,0.00,7800,41,7900,14650,0,120700,0,14700,5850,PF,PF,PF,PF;C,,,,F,F
5052,Towns,Karl-Anthony,MIN,C,SAS,28.00,14.49,0.13,8.62,0.94,0.87,2.07,2.11,5.70,2.70,0.44,5.83,6.32,0.32,0.00,7600,32,7100,13900,0,104300,0,15600,5700,C,C,C,C,,C,,C,C
3367,Harris,Tobias,ORL,SF,HOU,31.00,15.83,1.16,7.28,2.35,1.18,0.68,1.85,4.84,2.68,0.60,6.00,6.00,0.27,0.00,6400,28,6500,12600,0,99500,0,12700,4850,SF,SF,SF,SF;PF,,,,F,F
3701,Antetokounmpo,Giannis,MIL,SG,PHI,31.00,14.49,0.29,6.65,3.08,0.83,1.42,2.10,5.08,3.45,1.03,5.37,5.01,0.09,0.00,6800,30,6700,12950,0,114200,0,13100,4900,SG,SF,SF,SF;PF,,,,F,G
3944,Payton,Elfrid,ORL,PG,HOU,30.00,10.67,0.33,4.50,7.54,2.17,0.22,3.00,4.21,1.26,0.81,4.54,5.94,0.18,0.01,6500,27,6300,12100,0,106200,0,12100,4850,PG,PG,PG,PG,,,,G,G
2490,Williams,Deron,DAL,PG,@ BKN,32.00,14.37,1.73,3.23,6.44,1.44,0.27,2.18,3.42,2.34,0.38,5.15,6.63,0.09,0.00,6700,28,6300,12050,0,100800,0,11700,4750,PG,PG,PG,PG,,,,G,G
2711,Conley,Mike,MEM,PG,@ WAS,34.00,15.44,1.80,2.80,6.26,1.53,0.10,2.33,4.03,1.98,0.34,5.83,7.50,0.10,0.00,6400,27,6300,12650,0,113300,0,12200,5100,PG,PG,PG,PG,,,,G,G
3021,Teague,Jeff,ATL,PG,DET,29.00,15.60,0.85,2.66,6.74,0.94,0.35,2.58,4.89,3.27,0.51,5.74,6.69,0.10,0.00,6100,28,6000,11350,0,79600,0,11200,4750,PG,PG,PG,PG,,,,G,G
2446,Jack,Jarrett,BKN,PG,DAL,32.00,14.35,1.21,3.87,6.58,0.91,0.18,2.33,3.74,3.24,0.46,4.95,6.18,0.09,0.00,6500,28,6500,12750,0,115900,0,13300,5150,PG,PG,PG,PG;SG,,,,G,G
3436,Barton,Will,DEN,SG,@ PHO,31.00,15.56,1.59,6.10,2.16,1.60,0.51,1.80,3.93,2.93,0.59,5.52,6.37,0.10,0.00,6400,27,6800,12050,0,117400,0,12800,5400,SG,SF,SG,SG;SF,,,,G,G
3716,Carter-Williams,Michael,MIL,PG,PHI,30.00,11.76,0.18,4.57,6.29,1.54,0.74,3.07,4.43,2.34,0.87,4.62,5.64,0.07,0.00,6500,25,6400,12850,0,116600,0,12100,5250,PG,PG,PG,PG,,,,G,G
2293,Howard,Dwight,HOU,C,@ ORL,30.00,12.35,0.00,10.69,1.14,0.65,1.33,2.73,4.84,2.67,2.20,4.84,3.69,0.44,0.00,7400,31,7000,13300,0,118200,0,14100,5250,C,C,C,PF;C,,C,,C,C
3399,Thompson,Klay,GSW,SG,UTA,31.00,18.91,3.09,3.09,2.49,0.90,0.68,1.68,3.64,2.37,0.32,6.73,7.93,0.02,0.00,7200,28,7200,14800,0,116400,0,13400,5800,SG,SG,SG,SG;SF,,,,G,G
5037,Okafor,Jahlil,PHI,C,@ MIL,31.00,16.00,0.00,7.82,1.10,0.32,1.41,2.87,6.72,2.55,1.09,6.72,7.83,0.27,0.00,6400,30,6500,12200,0,109300,0,12200,5150,C,C,C,C,,C,,C,C
1831,Nowitzki,Dirk,DAL,PF,@ BKN,29.00,16.25,1.36,6.53,1.66,0.58,0.38,0.93,4.89,2.38,0.33,6.25,6.55,0.10,0.00,7000,31,6400,11750,0,108600,0,13000,4900,PF,PF,PF,PF;C,,,,F,F
2572,Aldridge,LaMarcus,SAS,PF,@ MIN,28.00,15.89,0.10,7.25,1.21,0.42,0.79,1.27,6.18,3.23,0.69,6.28,6.84,0.27,0.00,7300,32,6900,13150,0,116600,0,13800,5300,PF,PF,PF,PF;C,,,,F,F
2113,Bryant,Kobe,LAL,SG,OKC,30.00,17.23,1.69,3.95,3.82,1.15,0.15,2.79,3.93,4.32,0.92,5.61,11.02,0.02,0.00,6900,29,6400,12550,0,105900,0,11500,5000,SG,SF,SG,SG;SF,,,,G,G
3015,Ibaka,Serge,OKC,PF,@ LAL,32.00,12.95,0.55,7.32,1.14,0.40,2.17,1.42,5.01,1.27,0.31,5.57,5.22,0.24,0.00,6300,29,6500,11900,0,100000,0,12200,5100,PF,PF,PF,PF;C,,,,F,F
3605,Sullinger,Jared,BOS,PF,@ CHA,26.00,10.58,0.45,9.05,2.48,0.89,0.68,1.57,3.92,1.40,0.51,4.37,6.16,0.28,0.00,5900,24,5800,10700,0,90600,0,11900,4650,PF,C,C,PF;C,,,,F,F
3910,Clarkson,Jordan,LAL,PG,OKC,34.00,16.46,1.20,4.02,3.11,1.06,0.13,2.02,5.21,2.44,0.51,6.41,8.56,0.03,0.00,5600,23,5500,10000,0,82900,0,9700,4400,PG,SG,SG,PG;SG,,,,G,G
3360,Faried,Kenneth,DEN,PF,@ PHO,28.00,11.89,0.00,9.33,1.31,1.04,0.60,2.20,4.51,2.88,1.55,4.51,4.74,0.32,0.00,6500,26,6300,12000,0,105700,0,11900,5000,PF,PF,PF,PF;C,,,,F,F
2807,Anderson,Ryan,NOR,PF,POR,31.00,16.31,1.77,6.10,1.19,0.52,0.48,1.35,3.85,3.30,0.50,5.62,7.85,0.10,0.00,6000,27,5900,10750,0,94000,0,11000,4800,PF,PF,PF,PF;C,,,,F,F
2491,Williams,Lou,LAL,SG,OKC,32.00,16.81,1.79,3.00,2.66,1.38,0.14,1.45,2.90,5.63,1.00,4.70,6.94,0.01,0.00,5300,18,5400,10250,0,87900,0,9900,4350,SG,PG,PG,PG;SG,,,,G,G
3551,Middleton,Khris,MIL,SF,PHI,32.00,14.22,1.49,4.07,3.16,1.37,0.14,1.22,3.45,2.85,0.40,4.94,6.25,0.03,0.00,6200,24,5900,11500,0,104100,0,11200,4700,SF,SG,SG,SG;SF,,,,G,F
2836,Hill,George,IND,PG,SAC,34.00,13.19,1.73,3.93,3.99,1.41,0.23,1.63,3.14,1.73,0.46,4.87,5.96,0.02,0.00,5400,22,5200,9800,0,80300,0,9300,4350,PG,PG,PG,PG;SG,,,,G,G
2426,Ellis,Monta,IND,SG,SAC,32.00,13.46,0.81,2.88,4.37,1.91,0.32,2.90,4.60,1.84,0.63,5.41,7.36,0.02,0.00,5700,25,5500,10600,0,88400,0,10500,4700,SG,SG,SG,PG;SG,,,,G,G
3218,Lin,Jeremy,CHA,PG,BOS,29.00,14.09,0.87,3.45,3.73,1.00,0.72,2.42,3.56,4.36,1.04,4.43,6.55,0.02,0.00,5200,15,5400,9700,0,92300,0,10000,4450,PG,PG,PG,PG;SG,,,,G,G
3387,Morris,Marcus,DET,SF,@ ATL,35.00,13.22,1.13,5.99,2.34,1.13,0.18,1.71,3.94,1.95,0.77,5.07,7.14,0.06,0.00,5800,25,5600,10100,0,90100,0,10300,4450,SF,SF,SF,SF;PF,,,,F,F
3675,Plumlee,Mason,POR,C,@ NOR,27.00,10.28,0.00,8.04,2.25,0.83,0.83,1.84,3.84,2.59,2.09,3.84,3.19,0.22,0.00,5300,21,5200,11450,0,89700,0,11100,4500,C,C,C,PF;C,,,,C,C
3104,Bradley,Avery,BOS,SG,@ CHA,34.00,16.60,2.67,2.66,2.39,1.25,0.19,1.46,3.75,1.08,0.29,6.42,8.44,0.01,0.00,5200,26,5400,9550,0,79300,0,9100,4300,SG,SG,SG,PG;SG,,,,G,G
3018,Casspi,Omri,SAC,SF,@ IND,35.00,13.79,1.83,7.14,1.86,0.86,0.20,2.50,3.11,2.06,0.97,4.94,5.43,0.25,0.00,5100,24,5900,10050,0,93200,0,10600,4250,SF,PF,SF,SF;PF,,,,F,F
3714,Oladipo,Victor,ORL,SG,HOU,26.00,12.97,0.96,4.37,3.23,1.37,0.49,2.01,3.82,2.46,0.53,4.77,6.55,0.02,0.00,6300,28,6100,11800,0,87400,0,11000,4700,SG,SG,SG,PG;SG,,,,G,G
5043,Porzingis,Kristaps,NYK,PF,@ CLE,28.00,12.25,0.84,7.54,0.88,0.66,1.26,1.80,3.69,2.35,0.48,4.53,6.14,0.24,0.00,6300,36,7100,10050,0,88600,0,12000,5000,PF,PF,PF,PF,,,,F,F
3718,Noel,Nerlens,PHI,PF,@ MIL,28.00,9.69,0.00,7.97,1.37,1.31,1.60,2.47,3.90,1.89,1.14,3.90,4.67,0.15,0.00,5700,22,5600,10950,0,84900,0,10300,4600,PF,PF,PF,PF;C,,C,,F,F
3957,Wiggins,Andrew,MIN,SF,SAS,33.00,18.00,0.38,3.15,1.74,0.66,0.45,1.99,6.27,4.30,1.28,6.66,9.27,0.02,0.00,6700,31,6700,12000,0,94000,0,11700,5100,SF,SF,SG,SG;SF,,,,F,F
3505,Henson,John,MIL,PF,PHI,22.00,9.31,0.00,5.83,1.43,0.58,3.21,1.53,3.87,1.58,1.44,3.87,2.67,0.03,0.00,3700,10,3900,7600,0,59500,0,7200,3500,PF,C,PF,PF;C,,,,F,C
3004,Holiday,Jrue,NOR,PG,POR,26.00,12.10,1.31,2.31,5.18,1.19,0.48,1.77,2.98,2.22,0.52,4.29,5.99,0.05,0.00,5600,19,5600,11200,0,98400,0,10600,4800,PG,PG,PG,PG,,,,G,G
1822,Duncan,Tim,SAS,C,@ MIN,24.00,8.84,0.00,6.51,3.01,0.77,1.43,1.52,3.64,1.57,0.54,3.64,2.64,0.04,0.00,6200,24,5500,10550,0,80500,0,11700,4900,C,C,C,PF;C,,,,F,F
2752,Sessions,Ramon,WAS,PG,MEM,29.00,13.56,0.85,3.34,4.36,0.87,0.05,2.08,3.18,4.63,1.17,4.04,5.34,0.02,0.00,4000,10,4100,6950,0,64900,0,7600,3850,PG,PG,PG,PG;SG,,,,G,G
2129,Pachulia,Zaza,DAL,C,@ BKN,27.00,9.01,0.00,9.33,2.13,0.97,0.29,2.08,3.16,2.69,0.74,3.16,3.68,0.24,0.00,6400,24,5700,11550,0,101900,0,12200,4800,C,C,C,C,,C,,C,C
1810,Johnson,Joe,BKN,SG,DAL,35.00,11.27,1.19,5.03,4.55,0.63,0.12,1.93,3.15,1.39,0.33,4.34,6.25,0.05,0.00,5300,20,4700,9150,0,71900,0,9000,4150,SG,SF,SF,SG;SF,,,,G,F
3704,Dieng,Gorgui,MIN,C,SAS,29.00,9.09,0.00,7.28,1.37,1.49,1.48,2.11,3.28,2.53,0.52,3.28,3.53,0.15,0.00,5300,16,5500,10800,0,80800,0,10900,4350,C,C,C,PF;C,,C,,C,C
2461,Miles,CJ,IND,SF,SAC,28.00,15.66,3.18,3.62,1.44,1.07,0.35,1.34,1.89,2.32,0.52,5.08,7.04,0.02,0.00,4800,23,5200,9050,0,76100,0,8900,4150,SF,SF,SF,SG;SF,,,,F,G
3456,Crowder,Jae,BOS,SF,@ CHA,31.00,12.60,1.77,4.79,1.80,1.38,0.44,1.05,2.52,2.24,0.51,4.29,6.02,0.02,0.00,5800,25,5800,10950,0,94400,0,11600,4700,SF,SF,SF,SF;PF,,,,F,F
3113,Aminu,Al-Farouq,POR,SF,@ NOR,30.00,10.19,1.17,6.65,1.64,1.15,1.00,1.33,2.35,1.98,0.80,3.52,5.77,0.06,0.00,5100,20,5200,10400,0,81900,0,9900,4150,SF,SF,SF,SF;PF,,,,F,F
5035,Mudiay,Emmanuel,DEN,PG,@ PHO,29.00,11.62,0.80,3.22,5.74,1.34,0.50,4.25,3.66,1.91,0.90,4.46,8.00,0.05,0.00,4900,25,5400,9200,0,72900,0,8600,4500,PG,PG,PG,PG,,,,G,G
5048,Russell,D'Angelo,LAL,PG,OKC,26.00,11.86,1.65,4.32,3.52,1.09,0.17,1.34,2.56,1.80,0.62,4.21,6.33,0.02,0.00,5600,19,5500,10950,0,93500,0,9800,4650,PG,PG,PG,PG,,,,G,G
2492,Williams,Marvin,CHA,PF,BOS,30.00,10.32,1.63,7.04,1.38,0.83,0.89,0.82,2.27,0.89,0.23,3.90,5.28,0.18,0.00,5000,24,5700,9500,0,80600,0,10600,4250,PF,PF,PF,SF;PF,,,,F,F
2221,Barnes,Matt,MEM,SF,@ WAS,30.00,12.61,2.31,5.20,1.73,1.00,0.54,1.47,2.28,1.13,0.35,4.59,4.75,0.05,0.00,4900,20,5700,9800,0,91600,0,9200,4450,SF,SF,SF,SG;SF,,,,F,F
3147,Turner,Evan,BOS,SF,@ CHA,27.00,9.66,0.39,4.81,4.58,0.94,0.27,1.66,3.60,1.30,0.36,3.98,5.76,0.01,0.00,5100,19,4700,9200,0,81800,0,9600,4100,SF,SF,SG,SG;SF,,,,F,G
3438,Bazemore,Kent,ATL,SG,DET,33.00,10.87,0.98,5.78,2.15,1.38,0.49,1.71,3.07,1.81,0.67,4.04,5.63,0.04,0.00,5500,23,5700,9050,0,91400,0,11100,4300,SG,SF,SF,SG;SF,,,,G,G
2849,Mayo,OJ,MIL,SG,PHI,30.00,11.96,1.46,3.84,3.57,1.26,0.27,1.98,3.02,1.56,0.29,4.47,6.12,0.01,0.00,5200,17,5600,8950,0,85000,0,9400,4300,SG,PG,SG,PG;SG,,,,G,G
3941,Parker,Jabari,MIL,PF,PHI,27.00,13.34,0.00,4.66,1.63,1.09,0.39,1.34,5.53,2.27,0.76,5.53,4.44,0.02,0.00,4800,18,5000,8650,0,77600,0,8300,4000,PF,PF,PF,SF;PF,,,,F,F
2724,Green,Jeff,MEM,SF,@ WAS,34.00,14.40,1.02,4.57,1.88,0.67,0.32,1.72,4.28,2.78,0.56,5.30,6.17,0.03,0.00,4400,17,5100,8250,0,77800,0,7700,4100,SF,PF,SF,SG;SF,,,,F,F
2370,Ariza,Trevor,HOU,SF,@ ORL,33.00,11.12,2.57,4.82,2.43,1.79,0.22,1.81,1.08,1.24,0.32,3.65,5.71,0.02,0.00,5500,23,5700,11000,0,95600,0,10400,4500,SF,SF,SF,SG;SF,,,,F,F
